_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
11,4155447,2018,1965,2025,PRIVATE,01,Etobicoke North,2435 KIPLING AVE,13,153,2025-10-31,95,95,0,43,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,3,2,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0124,43.73883564,-79.57871756,298443.619,4844101.085
12,4155459,2017,1968,2023,PRIVATE,01,Etobicoke North,2548 KIPLING AVE,7,154,2023-10-25,80,80,0,45,3,2,2,N/A,3,1,1,3,2,2,2,N/A,3,3,3,3,2,N/A,3,2,1,N/A,N/A,2,3,2,3,3,2,2,1,2,3,1,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,W0123,43.74526365,-79.58396805,298021.44,4844815.616
13,4155459,2017,1968,2025,PRIVATE,01,Etobicoke North,2548 KIPLING AVE,7,154,2025-10-15,85,85,0,44,3,3,2,N/A,3,1,1,3,3,2,3,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,1,3,2,3,3,1,3,3,3,3,3,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0123,43.74526365,-79.58396805,298021.44,4844815.616
14,4155451,2017,1978,2024,PRIVATE,01,Etobicoke North,2667 KIPLING AVE,23,228,2024-08-15,88,89,-1,47,3,3,3,3,2,3,3,2,2,3,2,N/A,3,3,3,3,3,3,3,2,N/A,N/A,2,2,2,2,3,2,2,1,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,W0124,43.74849586,-79.5833666,298070.253,4845174.644
15,4155452,2017,1978,2023,PRIVATE,01,Etobicoke North,2677 KIPLING AVE,23,227,2023-07-25,89,89,0,46,3,2,3,3,3,2,2,3,2,2,3,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,3,2,1,3,3,3,3,2,3,1,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0124,43.74909951,-79.58406432,298014.133,4845241.764
16,4155452,2017,1978,2025,PRIVATE,01,Etobicoke North,2677 KIPLING AVE,23,227,2025-11-24,95,95,0,44,3,3,3,3,3,2,1,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0124,43.74909951,-79.58406432,298014.133,4845241.764
17,4155453,2018,1976,2024,PRIVATE,01,Etobicoke North,2737 KIPLING AVE,23,416,2024-06-13,92,95,-3,43,3,3,3,3,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,N/A,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,W0124,43.75330135,-79.58656555,297813.2,4845708.779
18,4155454,2018,1976,2023,PRIVATE,01,Etobicoke North,2757 KIPLING AVE,19,343,2023-08-10,94,94,0,39,2,N/A,3,N/A,3,3,3,3,N/A,2,3,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,3,3,2,2,3,3,3,N/A,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,W0124,43.75443623,-79.58710431,297770.21,4845833.956
19,4155454,2018,1976,2025,PRIVATE,01,Etobicoke North,2757 KIPLING AVE,19,343,2025-11-24,96,97,-1,44,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0124,43.75443623,-79.58710431,297770.21,4845833.956
20,4155455,2017,1978,2024,PRIVATE,01,Etobicoke North,2777 KIPLING AVE,18,325,2024-07-02,86,88,-2,45,3,2,3,2,3,2,3,2,2,3,N/A,N/A,3,3,3,3,2,3,3,3,N/A,N/A,N/A,2,2,2,3,3,2,2,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,W0124,43.75606339,-79.5872449,297759.089,4846014.737
21,4155348,2017,1973,2024,PRIVATE,02,Etobicoke Centre,45 LA ROSE AVE,16,156,2024-07-22,83,83,0,46,3,3,3,N/A,3,1,2,2,2,3,N/A,N/A,3,3,3,3,3,3,3,3,3,3,N/A,1,3,2,3,3,2,3,3,2,3,1,1,3,3,3,3,3,3,3,1,1,3,1,1,1,1,3,W0230,43.68608344,-79.51586858,303504.825,4838237.733
22,4155347,2017,1971,2024,PRIVATE,02,Etobicoke Centre,105 LA ROSE AVE,12,180,2024-07-08,79,79,0,46,3,2,3,2,3,2,3,3,1,3,3,N/A,3,3,2,3,2,1,N/A,2,3,N/A,N/A,2,3,2,3,2,1,2,2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,1,3,3,3,1,W0230,43.68523201,-79.52063766,303120.311,4838143.242
23,4155346,2017,1982,2023,SOCIAL HOUSING,02,Etobicoke Centre,123 LA ROSE AVE,15,259,2023-09-11,94,94,0,45,3,2,2,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,1,3,1,3,3,W0230,43.68511363,-79.52178241,303025.754,4838139.874
24,4155346,2017,1982,2025,SOCIAL HOUSING,02,Etobicoke Centre,123 LA ROSE AVE,15,259,2025-12-01,98,98,0,47,3,3,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0230,43.68511363,-79.52178241,303025.754,4838139.874
25,4155345,2017,1979,2023,PRIVATE,02,Etobicoke Centre,165 LA ROSE AVE,12,211,2023-07-10,97,97,0,45,3,3,3,N/A,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0230,43.68397946,-79.52494625,302773.164,4838003.239
26,4155345,2017,1979,2025,PRIVATE,02,Etobicoke Centre,165 LA ROSE AVE,12,211,2025-12-01,97,97,0,45,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0230,43.68397946,-79.52494625,302773.164,4838003.239
27,4153622,,1921,2023,PRIVATE,14,Toronto-Danforth,85 LAING ST,3,13,2023-08-16,81,81,0,37,2,3,3,N/A,N/A,3,N/A,3,3,3,N/A,3,1,3,3,3,2,N/A,2,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,3,3,3,3,N/A,2,3,3,3,3,3,2,3,1,0,0,0,0,0,0,0,S1442,43.66370436,-79.32714244,318731.892,4835790.185
28,4153622,,1921,2025,PRIVATE,14,Toronto-Danforth,85 LAING ST,3,13,2025-12-01,79,80,-1,37,3,2,3,3,3,2,N/A,3,3,1,N/A,N/A,1,2,3,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,1,2,N/A,3,N/A,2,2,3,3,3,3,2,3,2,3,2,2,3,2,2,2,S1442,43.66370436,-79.32714244,318731.892,4835790.185
29,4155549,2017,1963,2023,PRIVATE,03,Etobicoke-Lakeshore,220 LAKE PROMENADE,7,118,2023-07-16,88,88,0,45,3,3,3,3,3,2,2,2,3,3,N/A,N/A,3,3,3,2,2,N/A,3,3,3,N/A,N/A,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,1,2,3,3,W0334,43.58973882,-79.52972371,302384.039,4827534.559
30,4155549,2017,1963,2025,PRIVATE,03,Etobicoke-Lakeshore,220 LAKE PROMENADE,7,118,2025-07-09,94,94,0,46,3,3,3,N/A,3,2,2,3,3,2,N/A,N/A,3,3,3,2,3,3,3,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,W0334,43.58973882,-79.52972371,302384.039,4827534.559
31,4155550,2017,1964,2024,PRIVATE,03,Etobicoke-Lakeshore,230 LAKE PROMENADE,7,118,2024-08-16,94,94,0,46,3,3,3,3,3,3,3,3,1,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,N/A,3,3,3,3,3,1,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,1,3,W0334,43.58947015,-79.53053545,302318.482,4827504.735
32,4155551,2017,1963,2023,PRIVATE,03,Etobicoke-Lakeshore,240 LAKE PROMENADE,7,118,2023-09-29,79,79,0,44,3,2,N/A,N/A,2,2,2,3,1,2,N/A,N/A,3,3,2,2,3,N/A,3,2,1,1,N/A,1,1,3,3,3,3,2,2,2,3,2,3,2,3,3,2,2,1,3,3,3,3,3,3,3,3,3,W0334,43.58926509,-79.53139518,302249.051,4827481.981
33,4155551,2017,1963,2025,PRIVATE,03,Etobicoke-Lakeshore,240 LAKE PROMENADE,7,118,2025-07-09,94,94,0,45,3,3,N/A,N/A,3,2,2,3,3,2,N/A,N/A,3,3,3,2,3,3,3,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,W0334,43.58926509,-79.53139518,302249.051,4827481.981
34,4155553,2017,1950,2024,PRIVATE,03,Etobicoke-Lakeshore,294 LAKE PROMENADE,4,14,2024-08-15,98,98,0,38,3,3,3,N/A,N/A,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,W0334,43.58870967,-79.53407605,302032.547,4827420.363
35,4155754,2017,1959,2023,PRIVATE,03,Etobicoke-Lakeshore,2301 LAKE SHORE BLVD W,4,88,2023-10-02,93,93,0,41,3,3,2,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,3,3,2,3,2,3,N/A,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61833678,-79.48578839,305931.095,4830711.346
36,4155754,2017,1959,2025,PRIVATE,03,Etobicoke-Lakeshore,2301 LAKE SHORE BLVD W,4,88,2025-08-08,96,97,-1,41,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61833678,-79.48578839,305931.095,4830711.346
37,4155481,2017,1957,2023,PRIVATE,03,Etobicoke-Lakeshore,2303 LAKE SHORE BLVD W,4,38,2023-10-03,99,99,0,38,3,3,3,N/A,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61814883,-79.48620114,305864.468,4830685.073
38,4155481,2017,1957,2025,PRIVATE,03,Etobicoke-Lakeshore,2303 LAKE SHORE BLVD W,4,38,2025-08-19,100,100,0,38,3,3,3,N/A,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61814883,-79.48620114,305864.468,4830685.073
39,4290978,2017,1957,2024,PRIVATE,03,Etobicoke-Lakeshore,2305 LAKE SHORE BLVD W,4,38,2024-08-14,99,99,0,39,3,3,3,N/A,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61799026,-79.48629046,305855.692,4830672.705
40,4290981,2017,1959,2023,PRIVATE,03,Etobicoke-Lakeshore,2307 LAKE SHORE BLVD W,4,38,2023-10-03,99,99,0,37,3,3,3,N/A,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61782809,-79.48637482,305849.806,4830654.806
41,4290981,2017,1959,2025,PRIVATE,03,Etobicoke-Lakeshore,2307 LAKE SHORE BLVD W,4,38,2025-08-19,100,100,0,38,3,3,3,N/A,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61782809,-79.48637482,305849.806,4830654.806
42,4155480,2017,1954,2023,PRIVATE,03,Etobicoke-Lakeshore,2309 LAKE SHORE BLVD W,4,28,2023-09-15,78,78,0,37,3,2,N/A,N/A,3,2,N/A,2,2,2,N/A,N/A,3,3,2,3,1,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,1,3,3,3,N/A,1,2,3,3,3,3,1,3,1,1,1,3,1,1,1,3,W0336,43.61770735,-79.48648893,305843.963,4830639.407
43,4155480,2017,1954,2025,PRIVATE,03,Etobicoke-Lakeshore,2309 LAKE SHORE BLVD W,4,28,2025-08-08,93,93,0,38,3,3,3,N/A,3,3,N/A,3,2,3,N/A,N/A,3,3,2,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,1,3,3,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61770735,-79.48648893,305843.963,4830639.407
44,4155479,2017,1961,2024,PRIVATE,03,Etobicoke-Lakeshore,2311 LAKE SHORE BLVD W,4,36,2024-07-25,85,85,0,40,3,2,3,N/A,3,3,2,2,2,3,N/A,N/A,3,3,2,3,2,N/A,3,2,1,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,3,3,N/A,2,2,3,3,3,3,2,3,1,3,3,3,3,3,3,3,W0336,43.61754699,-79.48651872,305836.076,4830625.046
45,4155770,2017,1960,2024,PRIVATE,03,Etobicoke-Lakeshore,2313 LAKE SHORE BLVD W,10,133,2024-08-30,92,93,-1,45,3,3,3,3,3,3,3,2,2,N/A,N/A,N/A,3,3,3,3,2,N/A,3,3,2,N/A,3,2,3,3,3,3,1,2,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61734141,-79.48657435,305830.931,4830610.135
46,4155769,2017,1960,2023,PRIVATE,03,Etobicoke-Lakeshore,2323 LAKE SHORE BLVD W,10,133,2023-08-05,92,92,0,45,3,3,3,2,3,2,3,3,2,3,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,2,3,3,3,3,3,2,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61692711,-79.48667261,305824.401,4830594.748
47,4155769,2017,1960,2025,PRIVATE,03,Etobicoke-Lakeshore,2323 LAKE SHORE BLVD W,10,133,2025-08-06,94,95,-1,42,3,3,3,N/A,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61692711,-79.48667261,305824.401,4830594.748
48,4155478,2017,1967,2024,PRIVATE,03,Etobicoke-Lakeshore,2335 LAKE SHORE BLVD W,8,132,2024-07-15,95,95,0,44,3,3,2,3,3,3,3,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61659339,-79.48685261,305845.225,4830517.654
49,4155477,2017,1958,2024,PRIVATE,03,Etobicoke-Lakeshore,2355 LAKE SHORE BLVD W,4,86,2024-09-12,77,77,0,40,2,2,3,N/A,3,2,2,2,1,2,N/A,N/A,N/A,3,2,1,2,N/A,3,2,N/A,N/A,N/A,3,2,N/A,3,3,1,2,3,3,2,N/A,1,2,3,1,2,3,1,3,3,3,3,3,3,3,3,3,W0336,43.61605717,-79.48769301,305777.4,4830458.074
50,4155476,2017,1960,2023,PRIVATE,03,Etobicoke-Lakeshore,2361 LAKE SHORE BLVD W,4,47,2023-10-30,76,76,0,41,3,2,2,N/A,3,1,3,2,1,1,N/A,N/A,2,1,3,2,1,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,2,3,2,3,2,3,N/A,1,2,3,3,3,2,2,3,1,3,3,3,3,1,3,3,W0336,43.61585967,-79.48780521,305768.347,4830436.132
51,4155476,2017,1960,2025,PRIVATE,03,Etobicoke-Lakeshore,2361 LAKE SHORE BLVD W,4,47,2025-11-06,91,91,0,41,3,3,3,N/A,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,N/A,3,3,3,3,2,3,3,N/A,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61585967,-79.48780521,305768.347,4830436.132
52,4155475,2017,1959,2024,PRIVATE,03,Etobicoke-Lakeshore,2369 LAKE SHORE BLVD W,4,87,2024-08-22,77,77,0,42,3,1,3,2,N/A,1,3,3,1,1,N/A,N/A,3,1,2,3,3,N/A,3,2,N/A,N/A,1,3,3,N/A,3,3,1,3,3,3,3,N/A,1,1,3,3,1,3,3,3,1,3,3,3,3,1,3,3,W0336,43.61572806,-79.48787887,305762.403,4830421.51
53,4155474,2017,1970,2023,PRIVATE,03,Etobicoke-Lakeshore,2377 LAKE SHORE BLVD W,4,23,2023-07-27,82,82,0,43,3,2,3,3,3,3,2,3,3,3,3,N/A,3,1,2,2,2,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,2,3,2,2,2,3,N/A,3,3,3,1,3,2,2,3,2,1,1,1,1,1,1,1,W0336,43.61543189,-79.48788598,305761.833,4830388.607
54,4155474,2017,1970,2025,PRIVATE,03,Etobicoke-Lakeshore,2377 LAKE SHORE BLVD W,4,23,2025-11-06,83,83,0,42,3,3,3,N/A,3,3,1,3,3,3,N/A,N/A,3,3,2,3,3,N/A,3,1,3,N/A,N/A,2,3,N/A,3,2,2,3,3,3,3,N/A,2,1,3,3,3,3,3,3,1,1,1,2,1,1,1,1,W0336,43.61543189,-79.48788598,305761.833,4830388.607
55,4155772,2017,1951,2024,PRIVATE,03,Etobicoke-Lakeshore,2407 LAKE SHORE BLVD W,3,22,2024-08-30,81,81,0,35,3,2,N/A,N/A,3,3,N/A,1,2,N/A,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,2,N/A,3,3,3,1,2,2,3,3,2,1,1,1,1,1,1,1,W0336,43.61422282,-79.488713,305695.096,4830254.277
56,4155757,2017,1961,2023,PRIVATE,03,Etobicoke-Lakeshore,2493 LAKE SHORE BLVD W,9,151,2023-09-15,96,96,0,43,3,3,3,3,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61237181,-79.4879216,305759.003,4830048.647
57,4155757,2017,1961,2025,PRIVATE,03,Etobicoke-Lakeshore,2493 LAKE SHORE BLVD W,9,151,2025-11-06,98,98,0,43,3,3,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,2,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61237181,-79.4879216,305759.003,4830048.647
58,4155771,2017,1958,2023,PRIVATE,03,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,2023-10-05,91,91,0,37,3,3,2,N/A,3,3,N/A,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,2,3,1,2,3,3,3,3,3,3,3,3,1,3,3,W0336,43.61233386,-79.48915055,305659.804,4830044.418
59,4155771,2017,1958,2025,PRIVATE,03,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,2025-11-06,95,96,-1,39,3,3,3,N/A,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61233386,-79.48915055,305659.804,4830044.418
60,4155504,2017,1955,2024,PRIVATE,03,Etobicoke-Lakeshore,2507 LAKE SHORE BLVD W,3,21,2024-08-27,80,80,0,37,3,3,3,3,N/A,2,N/A,3,2,2,N/A,N/A,3,1,3,3,2,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,1,1,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,1,0,0,3,0,0,0,0,W0336,43.61194373,-79.48947858,305633.594,4830000.121
61,4820405,2022,1950,2025,PRIVATE,03,Etobicoke-Lakeshore,2513 LAKE SHORE BLVD W,3,11,2025-09-17,88,89,-1,38,3,3,3,N/A,3,1,N/A,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61177815,-79.48955489,305627.437,4829981.725
62,4820405,2022,1950,2023,PRIVATE,03,Etobicoke-Lakeshore,2513 LAKE SHORE BLVD W,3,11,2023-07-12,92,92,0,39,2,3,2,3,3,2,N/A,2,3,3,N/A,N/A,3,3,3,2,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,2,3,3,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61177815,-79.48955489,305627.437,4829981.725
63,4155503,2017,1950,2023,PRIVATE,03,Etobicoke-Lakeshore,2515 LAKE SHORE BLVD W,4,30,2023-08-29,90,90,0,38,3,3,2,N/A,3,2,N/A,3,2,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61154105,-79.48946858,305634.407,4829955.385
64,4155503,2017,1950,2025,PRIVATE,03,Etobicoke-Lakeshore,2515 LAKE SHORE BLVD W,4,30,2025-09-17,94,95,-1,38,3,3,3,N/A,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61154105,-79.48946858,305634.407,4829955.385
65,4155502,2019,1955,2023,PRIVATE,03,Etobicoke-Lakeshore,2517 LAKE SHORE BLVD W,4,42,2023-10-25,70,70,0,37,3,3,N/A,N/A,2,1,3,2,3,2,N/A,N/A,3,1,2,3,1,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,2,2,N/A,3,N/A,1,1,1,3,2,2,1,3,2,1,1,1,1,1,3,1,W0336,43.61124884,-79.48970287,305617.985,4829937.637
66,4155502,2019,1955,2025,PRIVATE,03,Etobicoke-Lakeshore,2517 LAKE SHORE BLVD W,4,42,2025-09-17,92,92,0,39,3,3,3,N/A,3,2,1,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,3,3,3,3,N/A,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61124884,-79.48970287,305617.985,4829937.637
67,4155501,2017,1970,2023,PRIVATE,03,Etobicoke-Lakeshore,2519 LAKE SHORE BLVD W,4,44,2023-10-03,86,86,0,40,3,2,2,N/A,3,2,3,2,2,3,N/A,N/A,3,3,3,3,2,N/A,2,2,3,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,N/A,2,3,3,3,3,3,3,3,2,1,1,3,1,1,1,1,W0336,43.61069063,-79.48977037,305628.08,4829849.455
68,4155501,2017,1970,2025,PRIVATE,03,Etobicoke-Lakeshore,2519 LAKE SHORE BLVD W,4,44,2025-09-17,88,88,0,39,3,3,3,N/A,3,2,1,3,3,2,N/A,N/A,3,3,3,3,2,N/A,1,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,2,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,W0336,43.61069063,-79.48977037,305628.08,4829849.455
69,4155500,2017,1952,2023,PRIVATE,03,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2023-08-18,92,92,0,40,3,3,2,N/A,3,2,N/A,3,2,2,3,N/A,3,1,3,3,3,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61018317,-79.48990091,305599.525,4829804.528
70,4155500,2017,1952,2025,PRIVATE,03,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2025-09-17,97,97,0,39,3,3,3,N/A,3,3,N/A,3,3,2,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.61018317,-79.48990091,305599.525,4829804.528
